--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Bin Id                Marker lineage             # genomes   # markers   # marker sets    0     1    2    3    4    5+   Completeness   Contamination   Strain heterogeneity  
  bin.685         o__Clostridiales (UID1120)          304         249           142         65   181   3    0    0    0       87.45            1.29              66.67          
  bin.424        f__Lachnospiraceae (UID1256)          33         333           171         64   265   4    0    0    0       87.32            1.87              50.00          
  bin.43          o__Clostridiales (UID1120)          304         250           143         41   209   0    0    0    0       87.30            0.00               0.00          
  bin.555        f__Lachnospiraceae (UID1256)          33         333           171         51   254   26   2    0    0       87.21           10.46              84.38          
  bin.466         o__Clostridiales (UID1212)          172         263           149         26   233   4    0    0    0       87.20            1.25              50.00          
  bin.51          o__Clostridiales (UID1226)          155         278           158         33   236   9    0    0    0       87.14            0.18              100.00         
  bin.1025        o__Clostridiales (UID1212)          172         263           149         38   224   1    0    0    0       87.14            0.17              100.00         
  bin.1058        o__Clostridiales (UID1226)          155         278           158         41   219   18   0    0    0       87.13            6.88              77.78          
  bin.595           k__Bacteria (UID2329)             174         149            89         34   112   3    0    0    0       87.06            2.25              66.67          
  bin.842         o__Clostridiales (UID1226)          155         278           158         30   247   1    0    0    0       87.06            0.21              100.00         
  bin.640         o__Clostridiales (UID1212)          172         263           149         26   237   0    0    0    0       86.86            0.00               0.00          
  bin.402        o__Lactobacillales (UID374)          471         350           191         36   286   28   0    0    0       86.72            7.33              96.43          
  bin.175         g__Lactobacillus (UID377)            91         430           154         73   357   0    0    0    0       86.65            0.00               0.00          
  bin.587         o__Clostridiales (UID1212)          172         263           149         31   231   1    0    0    0       86.58            0.67               0.00          
  bin.803           k__Bacteria (UID2329)             174         149            89         17   128   4    0    0    0       86.52            3.37               0.00          
  bin.1045        o__Clostridiales (UID1212)          172         263           149         57   204   2    0    0    0       86.51            0.73              50.00          
  bin.864         o__Clostridiales (UID1212)          172         263           149         47   215   1    0    0    0       86.29            0.67              100.00         
  bin.304         o__Clostridiales (UID1226)          155         278           158         41   234   3    0    0    0       86.29            1.58              100.00         
  bin.813           k__Bacteria (UID2372)             131         177           106         23   145   9    0    0    0       86.24            3.95              88.89          
  bin.173           k__Bacteria (UID2329)             174         149            89         14   132   3    0    0    0       86.24            2.25              66.67          
  bin.1055       o__Lactobacillales (UID375)          177         350           163         62   277   11   0    0    0       86.22            3.02              45.45          
  bin.613            k__Bacteria (UID203)             5449        103            57         16    75   12   0    0    0       86.20            1.91              100.00         
  bin.250         o__Clostridiales (UID1212)          172         263           149         29   227   6    1    0    0       86.16            4.87              77.78          
  bin.186         o__Clostridiales (UID1120)          304         247           141         65   181   1    0    0    0       86.05            0.24              100.00         
  bin.1013       f__Lachnospiraceae (UID1256)          33         333           171         58   269   6    0    0    0       85.94            2.73              16.67          
  bin.48          o__Clostridiales (UID1120)          304         250           143         29   218   2    1    0    0       85.64            1.44               0.00          
  bin.447         o__Clostridiales (UID1212)          172         263           149         31   226   6    0    0    0       85.55            1.81              83.33          
  bin.272           k__Bacteria (UID2329)             174         149            89         23   120   4    2    0    0       85.52            6.29              30.00          
  bin.572         o__Clostridiales (UID1226)          155         278           158         40   237   1    0    0    0       85.44            0.32               0.00          
  bin.626         o__Clostridiales (UID1212)          172         263           149         38   222   3    0    0    0       85.31            1.36              33.33          
  bin.138          c__Clostridia (UID1118)            387         223           124         22   195   6    0    0    0       85.28            2.52              50.00          
  bin.1060        o__Clostridiales (UID1212)          172         263           149         32   227   4    0    0    0       85.27            2.24              100.00         
  bin.284          c__Clostridia (UID1118)            387         223           124         33   184   6    0    0    0       85.00            2.07              16.67          
  bin.580           k__Bacteria (UID2329)             174         149            89         41   106   2    0    0    0       84.75            1.69              50.00          
  bin.41           c__Clostridia (UID1118)            387         223           124         23   200   0    0    0    0       84.68            0.00               0.00          
  bin.848         o__Clostridiales (UID1212)          172         263           149         57   190   16   0    0    0       84.47            7.10              68.75          
  bin.188        f__Lachnospiraceae (UID1256)          33         333           171         74   257   2    0    0    0       84.43            0.88               0.00          
  bin.819           k__Bacteria (UID2329)             174         149            89         32   116   1    0    0    0       84.41            1.12               0.00          
  bin.989          c__Clostridia (UID1118)            387         223           124         26   196   1    0    0    0       84.27            0.03               0.00          
  bin.426           k__Bacteria (UID2329)             174         149            89         25   120   4    0    0    0       84.27            3.37               0.00          
  bin.321           k__Bacteria (UID2329)             174         149            89         30   116   3    0    0    0       84.25            1.44              33.33          
  bin.991         o__Clostridiales (UID1212)          172         263           149         43   219   1    0    0    0       84.23            0.34               0.00          
  bin.209        f__Lachnospiraceae (UID1256)          33         333           171         47   286   0    0    0    0       84.18            0.00               0.00          
  bin.1002        o__Clostridiales (UID1212)          172         261           147         63   197   1    0    0    0       84.12            0.68              100.00         
  bin.127         o__Clostridiales (UID1212)          172         261           147         71   189   1    0    0    0       83.81            0.68               0.00          
  bin.882        p__Actinobacteria (UID2112)           31         211           124         44   165   2    0    0    0       83.78            1.61               0.00          
  bin.1036          k__Bacteria (UID2329)             174         149            89         19   129   1    0    0    0       83.60            1.12               0.00          
  bin.697        f__Lachnospiraceae (UID1256)          33         333           171         45   284   4    0    0    0       83.41            2.34              50.00          
  bin.532         o__Clostridiales (UID1212)          172         263           149         34   224   5    0    0    0       83.40            2.52              80.00          
  bin.743           k__Bacteria (UID2329)             174         149            89         38   107   4    0    0    0       83.32            3.93              75.00          
  bin.948         o__Clostridiales (UID1212)          172         263           149         60   203   0    0    0    0       83.07            0.00               0.00          
  bin.332         o__Clostridiales (UID1212)          172         261           147         54   207   0    0    0    0       82.91            0.00               0.00          
  bin.631           k__Bacteria (UID2329)             174         149            89         17   128   4    0    0    0       82.87            3.93              25.00          
  bin.925            k__Bacteria (UID203)             5449        104            58         34    70   0    0    0    0       82.76            0.00               0.00          
  bin.293         o__Clostridiales (UID1212)          172         257           149         35   209   13   0    0    0       82.72            4.38              92.31          
  bin.205         o__Clostridiales (UID1226)          155         278           158         66   210   2    0    0    0       82.52            0.63               0.00          
  bin.566           k__Bacteria (UID2329)             174         149            89         39   102   7    1    0    0       82.49           10.11              50.00          
  bin.844            c__Bacilli (UID285)              586         325           181         49   269   7    0    0    0       82.39            2.85              57.14          
  bin.428         o__Clostridiales (UID1212)          172         263           149         39   218   6    0    0    0       82.37            2.03               0.00          
  bin.263          c__Clostridia (UID1118)            387         223           124         33   189   1    0    0    0       82.29            0.03               0.00          
  bin.433         o__Clostridiales (UID1212)          172         263           149         37   223   3    0    0    0       82.28            2.01               0.00          
  bin.276           k__Bacteria (UID2329)             174         149            89         25   123   1    0    0    0       82.19            1.12               0.00          
  bin.361         o__Clostridiales (UID1120)          304         250           143         33   208   9    0    0    0       82.15            3.43              22.22          
  bin.923         o__Clostridiales (UID1226)          155         278           158         41   234   3    0    0    0       81.86            1.58              66.67          
  bin.341           k__Bacteria (UID2329)             174         149            89         32   115   2    0    0    0       81.80            2.25              50.00          
  bin.152         o__Clostridiales (UID1212)          172         263           149         81   179   3    0    0    0       81.76            1.06              100.00         
  bin.97          o__Clostridiales (UID1212)          172         261           147         62   197   2    0    0    0       81.72            0.85              100.00         
  bin.27          o__Clostridiales (UID1212)          172         263           149         83   179   1    0    0    0       81.70            0.34              100.00         
  bin.1065          k__Bacteria (UID2329)             174         149            89         41   107   1    0    0    0       81.65            0.16               0.00          
  bin.282           k__Bacteria (UID2329)             174         149            89         48    94   7    0    0    0       81.49            4.82              57.14          
  bin.359          c__Clostridia (UID1118)            387         223           124         65   154   4    0    0    0       81.45            2.02               0.00          
  bin.452         o__Clostridiales (UID1212)          172         263           149         35   225   3    0    0    0       81.32            1.51               0.00          
  bin.407           k__Bacteria (UID2329)             174         149            89         27   118   4    0    0    0       81.22            3.93              25.00          
  bin.628         o__Clostridiales (UID1212)          172         263           149         43   219   1    0    0    0       81.21            0.67               0.00          
  bin.985         o__Clostridiales (UID1212)          172         263           149         40   222   0    1    0    0       80.98            0.67               0.00          
  bin.295           k__Bacteria (UID2372)             131         177           106         48   128   1    0    0    0       80.79            0.13               0.00          
  bin.988          c__Clostridia (UID1085)             35         420           196         69   348   3    0    0    0       80.72            1.53               0.00          
  bin.780          c__Clostridia (UID1118)            387         223           124         35   187   1    0    0    0       80.65            0.03              100.00         
  bin.44           c__Clostridia (UID1118)            387         223           124         35   182   6    0    0    0       80.38            2.42               0.00          
  bin.23            k__Bacteria (UID2329)             174         149            89         32   116   1    0    0    0       80.34            1.12               0.00          
  bin.905          c__Clostridia (UID1118)            387         223           124         34   189   0    0    0    0       80.06            0.00               0.00          
  bin.109          c__Clostridia (UID1118)            387         223           124         37   186   0    0    0    0       79.99            0.00               0.00          
  bin.35          o__Clostridiales (UID1226)          155         274           157         86   182   6    0    0    0       79.63            3.18              66.67          
  bin.931        f__Lachnospiraceae (UID1256)          33         333           171         85   245   3    0    0    0       79.63            0.88              66.67          
  bin.442         o__Clostridiales (UID1212)          172         261           147         84   177   0    0    0    0       79.57            0.00               0.00          
  bin.87           c__Clostridia (UID1118)            387         223           124         32   189   2    0    0    0       79.50            1.61               0.00          
  bin.352         o__Clostridiales (UID1226)          155         278           158         58   217   3    0    0    0       79.41            0.69               0.00          
  bin.396            k__Bacteria (UID203)             5449        103            58         51    52   0    0    0    0       79.31            0.00               0.00          
  bin.225         o__Clostridiales (UID1226)          155         278           158         50   227   1    0    0    0       79.11            0.02              100.00         
  bin.513         o__Clostridiales (UID1212)          172         263           149         46   215   2    0    0    0       79.08            0.73               0.00          
  bin.410         o__Clostridiales (UID1212)          172         263           149         40   200   22   0    0    1       79.02           14.65               3.12          
  bin.1067        o__Clostridiales (UID1212)          172         263           149         49   214   0    0    0    0       78.56            0.00               0.00          
  bin.274         o__Clostridiales (UID1212)          172         263           149         50   210   2    1    0    0       78.56            2.68               0.00          
  bin.323           k__Bacteria (UID2329)             174         149            89         27   116   6    0    0    0       78.51            2.33              83.33          
  bin.339            k__Bacteria (UID203)             5449        102            56         45    56   1    0    0    0       78.51            1.79              100.00         
  bin.1039        o__Clostridiales (UID1120)          304         250           143         57   178   15   0    0    0       78.49            3.87              33.33          
  bin.785         o__Clostridiales (UID1226)          155         278           158         86   188   4    0    0    0       78.35            1.69              100.00         
  bin.397         o__Clostridiales (UID1212)          172         263           149         49   211   3    0    0    0       78.27            1.51              33.33          
  bin.584          c__Clostridia (UID1118)            387         223           124         74   147   2    0    0    0       78.25            1.61              50.00          
  bin.372          c__Clostridia (UID1118)            387         223           124         34   187   2    0    0    0       78.09            1.61               0.00          
  bin.843         o__Clostridiales (UID1212)          172         263           149         65   195   3    0    0    0       77.77            0.47              100.00         
  bin.747          c__Clostridia (UID1118)            387         223           124         46   175   2    0    0    0       77.67            0.23              50.00          
  bin.1028        o__Clostridiales (UID1120)          304         250           143         57   192   1    0    0    0       77.60            0.70               0.00          
  bin.254          c__Clostridia (UID1118)            387         223           124         52   167   4    0    0    0       77.59            2.09              50.00          
  bin.724         o__Clostridiales (UID1120)          304         250           143         54   191   5    0    0    0       77.52            2.56              20.00          
  bin.189         o__Clostridiales (UID1212)          172         263           149         87   175   1    0    0    0       77.50            0.67              100.00         
  bin.464         o__Clostridiales (UID1212)          172         263           149         53   198   11   0    1    0       77.44            4.59              41.18          
  bin.777         o__Clostridiales (UID1120)          304         250           143         78   169   2    0    1    0       77.39            3.15               0.00          
  bin.358         o__Clostridiales (UID1120)          304         250           143         60   185   5    0    0    0       77.32            2.17              60.00          
  bin.439         o__Clostridiales (UID1212)          172         263           149         84   176   3    0    0    0       77.23            0.84              100.00         
  bin.731           k__Bacteria (UID2328)             3167        126            75         42    83   1    0    0    0       77.20            1.33               0.00          
  bin.76             k__Bacteria (UID203)             5449        103            57         48    55   0    0    0    0       77.16            0.00               0.00          
  bin.856           k__Bacteria (UID2329)             174         149            89         33   115   1    0    0    0       77.09            1.12               0.00          
  bin.845        f__Lachnospiraceae (UID1255)          90         354           174         93   257   4    0    0    0       77.08            1.49               0.00          
  bin.290            k__Bacteria (UID203)             5449        104            58         52    51   1    0    0    0       77.07            0.86               0.00          
  bin.178         o__Clostridiales (UID1212)          172         263           149         45   214   4    0    0    0       77.00            0.94               0.00          
  bin.693         o__Clostridiales (UID1212)          172         263           149         48   213   1    1    0    0       76.98            1.57               0.00          
  bin.1064        o__Clostridiales (UID1212)          172         257           149         55   201   1    0    0    0       76.95            0.67               0.00          
  bin.770         o__Clostridiales (UID1212)          172         263           149         47   213   3    0    0    0       76.89            0.96              33.33          
  bin.437         o__Clostridiales (UID1212)          172         263           149         48   213   1    1    0    0       76.89            1.12               0.00          
  bin.1047           c__Bacilli (UID285)              586         316           174         93   222   1    0    0    0       76.85            0.19               0.00          
  bin.591           k__Bacteria (UID2372)             131         177           106         65   111   1    0    0    0       76.81            0.94              100.00         
  bin.6            c__Clostridia (UID1118)            387         223           124         81   139   3    0    0    0       76.80            2.02              100.00         
  bin.911         o__Clostridiales (UID1120)          304         250           143         77   168   5    0    0    0       76.69            3.50              40.00          
  bin.647           k__Bacteria (UID2329)             174         149            89         36   112   1    0    0    0       76.62            0.16              100.00         
  bin.627           k__Bacteria (UID2329)             174         149            89         52    94   3    0    0    0       76.57            3.37              66.67          
  bin.608           k__Bacteria (UID2329)             174         149            89         23   124   2    0    0    0       76.40            0.44              50.00          
  bin.221         o__Clostridiales (UID1212)          172         263           149         59   200   4    0    0    0       76.19            1.90              75.00          
  bin.196         o__Clostridiales (UID1212)          172         263           149         80   181   2    0    0    0       76.15            0.89               0.00          
  bin.603           k__Bacteria (UID2328)             3167        126            75         25   100   1    0    0    0       75.94            1.33              100.00         
  bin.814         o__Clostridiales (UID1212)          172         263           149         47   208   7    1    0    0       75.77            3.58              20.00          
  bin.1000        o__Clostridiales (UID1120)          304         250           143         47   196   7    0    0    0       75.74            4.90              28.57          
  bin.301         o__Clostridiales (UID1120)          304         250           143         60   177   11   2    0    0       75.62            6.41              47.06          
  bin.475         o__Clostridiales (UID1212)          172         263           149         85   172   6    0    0    0       75.54            2.07              16.67          
  bin.115           k__Bacteria (UID2329)             174         149            89         48    95   6    0    0    0       75.48            3.37              83.33          
  bin.257         o__Clostridiales (UID1212)          172         263           149         60   199   3    0    1    0       75.33            3.13               0.00          
  bin.638         o__Clostridiales (UID1212)          172         263           149         53   202   8    0    0    0       75.15            3.46              75.00          
  bin.145          c__Clostridia (UID1085)             35         420           196        105   313   2    0    0    0       75.14            0.34               0.00          
  bin.826         o__Clostridiales (UID1212)          172         263           149         53   208   2    0    0    0       75.10            1.34               0.00          
  bin.1035        o__Clostridiales (UID1120)          304         247           141         52   192   3    0    0    0       75.06            1.24              66.67          
  bin.1032          k__Bacteria (UID2329)             174         149            89         35   113   1    0    0    0       75.06            1.12               0.00          
  bin.29          o__Clostridiales (UID1212)          172         263           149         64   193   6    0    0    0       74.94            1.59               0.00          
  bin.733         o__Clostridiales (UID1226)          155         278           158         86   188   4    0    0    0       74.87            1.42              100.00         
  bin.827         o__Clostridiales (UID1226)          155         278           158         81   193   4    0    0    0       74.84            2.53              100.00         
  bin.483        f__Lachnospiraceae (UID1256)          33         333           171         97   232   4    0    0    0       74.81            1.27              100.00         
  bin.766         o__Clostridiales (UID1212)          172         263           149         86   175   1    1    0    0       74.79            2.01               0.00          
  bin.153           k__Bacteria (UID2329)             174         149            89         26   123   0    0    0    0       74.62            0.00               0.00          
  bin.710         o__Clostridiales (UID1212)          172         263           149         80   181   2    0    0    0       74.51            0.30              50.00          
  bin.242           k__Bacteria (UID2328)             3167        126            75         46    80   0    0    0    0       74.43            0.00               0.00          
  bin.26          o__Clostridiales (UID1120)          304         250           143         78   164   8    0    0    0       74.34            3.96              62.50          
  bin.252           k__Bacteria (UID2329)             174         149            89         42   107   0    0    0    0       74.28            0.00               0.00          
  bin.471          c__Clostridia (UID1118)            387         223           124         69   151   2    0    1    0       74.08            1.29              37.50          
  bin.507         o__Clostridiales (UID1212)          172         263           149         59   195   8    1    0    0       74.00            5.59              18.18          
  bin.910         o__Clostridiales (UID1212)          172         263           149         86   168   9    0    0    0       73.99            2.46              66.67          
  bin.369         o__Clostridiales (UID1212)          172         263           149         75   185   3    0    0    0       73.81            1.68              33.33          
  bin.1043        o__Clostridiales (UID1212)          172         263           149         57   177   24   5    0    0       73.66           15.18              56.41          
  bin.80          o__Clostridiales (UID1212)          172         263           149         53   207   2    1    0    0       73.65            2.35               0.00          
  bin.344         o__Clostridiales (UID1212)          172         263           149         59   197   7    0    0    0       73.54            2.18              14.29          
  bin.400         o__Clostridiales (UID1120)          304         250           143         62   187   1    0    0    0       73.38            0.35               0.00          
  bin.267         o__Clostridiales (UID1226)          155         278           158         69   207   2    0    0    0       73.22            0.53              100.00         
  bin.941         o__Clostridiales (UID1212)          172         263           149         55   204   3    1    0    0       73.16            2.91              16.67          
  bin.598          c__Clostridia (UID1118)            387         223           124         46   170   6    1    0    0       73.09            3.55              55.56          
  bin.542         o__Clostridiales (UID1212)          172         263           149         61   201   1    0    0    0       73.08            0.22              100.00         
  bin.800         p__Bacteroidetes (UID2605)          350         314           208         95   218   1    0    0    0       73.08            0.48               0.00          
  bin.453           k__Bacteria (UID2329)             174         149            89         26   123   0    0    0    0       73.03            0.00               0.00          
  bin.1051         c__Clostridia (UID1118)            387         223           124         47   175   0    1    0    0       72.98            0.05               0.00          
  bin.909          c__Clostridia (UID1118)            387         223           124         57   166   0    0    0    0       72.95            0.00               0.00          
  bin.981         o__Clostridiales (UID1212)          172         261           147         59   201   1    0    0    0       72.90            0.23               0.00          
  bin.42          o__Clostridiales (UID1212)          172         263           149         73   189   1    0    0    0       72.89            0.67               0.00          
  bin.94          o__Clostridiales (UID1212)          172         263           149         94   167   2    0    0    0       72.87            1.34              50.00          
  bin.992          c__Clostridia (UID1118)            387         223           124         41   181   1    0    0    0       72.85            0.81              100.00         
  bin.239        f__Lachnospiraceae (UID1256)          33         333           171         96   206   31   0    0    0       72.68            8.59              90.32          
  bin.912         o__Clostridiales (UID1212)          172         263           149         93   167   3    0    0    0       72.68            1.23              33.33          
  bin.851            k__Bacteria (UID203)             5449        103            57         52    51   0    0    0    0       72.44            0.00               0.00          
  bin.700         o__Clostridiales (UID1212)          172         261           147         70   191   0    0    0    0       72.28            0.00               0.00          
  bin.256          c__Clostridia (UID1118)            387         223           124         53   167   3    0    0    0       72.26            1.24              66.67          
  bin.469         o__Clostridiales (UID1226)          155         274           157        100   171   3    0    0    0       72.26            1.49              66.67          
  bin.457         o__Clostridiales (UID1212)          172         263           149         56   203   3    1    0    0       72.06            3.02              16.67          
  bin.286           k__Bacteria (UID2328)             3167        126            75         35    91   0    0    0    0       72.00            0.00               0.00          
  bin.180         o__Clostridiales (UID1120)          304         247           141         96   148   3    0    0    0       71.87            2.13               0.00          
  bin.1057        o__Clostridiales (UID1212)          172         257           149         87   159   10   1    0    0       71.85            5.70              100.00         
  bin.367         o__Clostridiales (UID1212)          172         263           149         97   165   1    0    0    0       71.63            0.67              100.00         
  bin.307         o__Clostridiales (UID1212)          172         263           149         76   184   3    0    0    0       71.57            0.14              66.67          
  bin.258          c__Clostridia (UID1118)            387         223           124         79   144   0    0    0    0       71.48            0.00               0.00          
  bin.255         o__Clostridiales (UID1226)          155         278           158         86   187   5    0    0    0       71.42            1.39              100.00         
  bin.556            c__Bacilli (UID285)              586         325           181         87   234   3    1    0    0       71.41            2.07              33.33          
  bin.663         o__Clostridiales (UID1212)          172         263           149         66   185   10   1    1    0       71.33            5.59              42.11          
  bin.119        f__Lachnospiraceae (UID1256)          33         333           171        105   221   7    0    0    0       71.31            3.04              71.43          
  bin.251         o__Clostridiales (UID1212)          172         263           149         56   206   1    0    0    0       71.30            0.22               0.00          
  bin.368         o__Clostridiales (UID1226)          155         278           158         77   200   1    0    0    0       71.18            0.16               0.00          
  bin.460         o__Clostridiales (UID1212)          172         263           149         61   201   1    0    0    0       71.17            0.67               0.00          
  bin.291         o__Clostridiales (UID1120)          304         250           143         78   163   9    0    0    0       71.06            3.68              11.11          
  bin.515        f__Lachnospiraceae (UID1255)          90         354           174        119   227   8    0    0    0       71.04            4.12              50.00          
  bin.835         o__Clostridiales (UID1120)          304         250           143         84   163   3    0    0    0       70.95            1.22              66.67          
  bin.394            k__Bacteria (UID203)             5449        104            58         56    48   0    0    0    0       70.86            0.00               0.00          
  bin.1041        o__Clostridiales (UID1120)          304         250           143         72   175   2    0    1    0       70.70            3.15               0.00          
  bin.386          c__Clostridia (UID1118)            387         223           124         48   174   0    1    0    0       70.70            0.05               0.00          
  bin.936         o__Clostridiales (UID1212)          172         257           149         88   169   0    0    0    0       70.54            0.00               0.00          
  bin.46          o__Clostridiales (UID1120)          304         250           143         56   194   0    0    0    0       70.28            0.00               0.00          
  bin.773            k__Bacteria (UID203)             5449        103            57         55    48   0    0    0    0       70.18            0.00               0.00          
  bin.427         o__Clostridiales (UID1212)          172         263           149         71   191   0    1    0    0       70.07            1.34               0.00          
  bin.976         o__Clostridiales (UID1212)          172         261           147        103   158   0    0    0    0       70.06            0.00               0.00          
  bin.889           k__Bacteria (UID1453)             901         171           117         48   120   3    0    0    0       70.05            0.85               0.00          
  bin.253         o__Clostridiales (UID1212)          172         263           149         69   187   6    0    1    0       70.01            4.19               8.33          
  bin.38          o__Clostridiales (UID1120)          304         250           143         84   162   4    0    0    0       69.93            1.52               0.00          
  bin.478         o__Clostridiales (UID1120)          304         250           143         60   189   0    1    0    0       69.84            1.40               0.00          
  bin.510         o__Clostridiales (UID1120)          304         250           143         57   193   0    0    0    0       69.81            0.00               0.00          
  bin.1029        o__Clostridiales (UID1212)          172         263           149         75   185   3    0    0    0       69.80            1.48               0.00          
  bin.519         o__Clostridiales (UID1212)          172         263           149         82   179   2    0    0    0       69.77            0.45               0.00          
  bin.479         o__Clostridiales (UID1226)          155         278           158         98   177   3    0    0    0       69.63            1.16              66.67          
  bin.792         o__Clostridiales (UID1226)          155         274           157        103   170   1    0    0    0       69.54            0.64              100.00         
  bin.1034           k__Bacteria (UID203)             5449        103            57         56    45   2    0    0    0       69.47            3.51              100.00         
  bin.602         o__Clostridiales (UID1212)          172         263           149         97   162   4    0    0    0       69.27            1.70              50.00          
  bin.219           k__Bacteria (UID2329)             174         149            89         65    80   4    0    0    0       69.25            3.93               0.00          
  bin.589         o__Clostridiales (UID1120)          304         247           141         94   149   4    0    0    0       69.19            2.01              75.00          
  bin.236          c__Clostridia (UID1118)            387         223           124         78   145   0    0    0    0       69.09            0.00               0.00          
  bin.154            k__Bacteria (UID203)             5449        104            58         58    45   0    1    0    0       68.97            3.45              33.33          
  bin.995         o__Clostridiales (UID1212)          172         263           149         65   197   1    0    0    0       68.95            0.67               0.00          
  bin.431         o__Clostridiales (UID1120)          304         250           143         82   153   14   1    0    0       68.93            6.73              64.71          
  bin.387           k__Bacteria (UID2329)             174         149            89         45    95   7    2    0    0       68.90            8.56              15.38          
  bin.39          o__Clostridiales (UID1212)          172         263           149         64   197   2    0    0    0       68.64            1.34               0.00          
  bin.935           k__Bacteria (UID2372)             131         177           106         63   114   0    0    0    0       68.52            0.00               0.00          
  bin.534         o__Clostridiales (UID1212)          172         263           149         68   190   5    0    0    0       68.48            2.46              40.00          
  bin.523         o__Clostridiales (UID1212)          172         263           149         86   173   3    1    0    0       68.41            2.57              33.33          
  bin.907         o__Clostridiales (UID1212)          172         263           149         81   182   0    0    0    0       68.37            0.00               0.00          
  bin.421         o__Clostridiales (UID1212)          172         263           149         74   186   3    0    0    0       68.27            0.96              66.67          
  bin.232            k__Bacteria (UID203)             5449         98            58         49    48   1    0    0    0       68.24            1.72              100.00         
  bin.1010        o__Clostridiales (UID1212)          172         263           149         75   184   4    0    0    0       68.03            1.59              25.00          
  bin.539         o__Clostridiales (UID1212)          172         263           149         75   185   3    0    0    0       68.00            1.57              33.33          
  bin.634         o__Clostridiales (UID1212)          172         263           149         81   180   2    0    0    0       67.90            1.34               0.00          
  bin.730         o__Clostridiales (UID1212)          172         263           149         98   163   2    0    0    0       67.78            0.78              100.00         
  bin.829         o__Clostridiales (UID1212)          172         263           149         73   189   1    0    0    0       67.63            0.22               0.00          
  bin.292         o__Clostridiales (UID1212)          172         263           149         93   170   0    0    0    0       67.59            0.00               0.00          
  bin.378            k__Bacteria (UID203)             5449        102            56         56    44   2    0    0    0       67.56            3.57              50.00          
  bin.289         o__Clostridiales (UID1212)          172         261           147         77   181   3    0    0    0       67.54            1.38              66.67          
  bin.914         o__Clostridiales (UID1212)          172         263           149         97   162   4    0    0    0       67.54            0.67               0.00          
  bin.552        f__Lachnospiraceae (UID1255)          90         354           174        131   220   3    0    0    0       67.52            0.77              100.00         
  bin.81            k__Bacteria (UID2329)             174         149            89         60    85   4    0    0    0       67.43            4.49               0.00          
  bin.185          c__Clostridia (UID1118)            387         223           124         62   161   0    0    0    0       67.32            0.00               0.00          
  bin.324         o__Clostridiales (UID1226)          155         274           157         98   173   3    0    0    0       67.31            1.33              100.00         
  bin.143         o__Clostridiales (UID1212)          172         263           149        103   157   2    1    0    0       67.28            2.68               0.00          
  bin.59         f__Lachnospiraceae (UID1256)          33         333           171        121   210   2    0    0    0       67.20            0.49              50.00          
  bin.429         o__Clostridiales (UID1212)          172         263           149         68   195   0    0    0    0       67.16            0.00               0.00          
  bin.630           k__Bacteria (UID2329)             174         149            89         46    96   7    0    0    0       66.98            3.30              71.43          
  bin.582         o__Clostridiales (UID1212)          172         263           149         69   193   0    1    0    0       66.94            1.34               0.00          
  bin.537         o__Clostridiales (UID1212)          172         263           149         68   193   2    0    0    0       66.84            0.34              100.00         
  bin.855         o__Clostridiales (UID1226)          155         278           158        113   164   1    0    0    0       66.72            0.63               0.00          
  bin.817         o__Clostridiales (UID1226)          155         278           158        120   154   4    0    0    0       66.70            2.53              50.00          
  bin.610         o__Clostridiales (UID1212)          172         257           149         89   164   4    0    0    0       66.66            1.70              50.00          
  bin.391        f__Lachnospiraceae (UID1256)          33         333           171        114   216   3    0    0    0       66.66            1.46              66.67          
  bin.781         o__Clostridiales (UID1212)          172         263           149         71   190   2    0    0    0       66.49            0.89               0.00          
  bin.961          c__Clostridia (UID1118)            387         223           124         59   163   1    0    0    0       66.40            0.81               0.00          
  bin.837           k__Bacteria (UID2329)             174         149            89         44   104   1    0    0    0       66.37            1.12               0.00          
  bin.594           k__Bacteria (UID2329)             174         149            89         64    85   0    0    0    0       66.27            0.00               0.00          
  bin.946         o__Clostridiales (UID1212)          172         263           149        113   150   0    0    0    0       66.00            0.00               0.00          
