
Bin_Id	Marker_lineage	#_genomes	#_markers	#_marker_sets	0	1	2	3	4	5+	Completeness	Contamination	Strain_heterogeneity
bin.437_new	o__Clostridiales_(UID1212)	172	263	149	50	211	1	1	0	0	76.56	1.12	0.00
bin.824_new	o__Clostridiales_(UID1212)	172	257	149	66	191	0	0	0	0	76.18	0.00	0.00
bin.466_new	o__Clostridiales_(UID1212)	172	263	149	55	205	3	0	0	0	75.55	1.03	33.33
bin.189_new	o__Clostridiales_(UID1212)	172	263	149	93	169	1	0	0	0	75.49	0.67	100.00
bin.693_new	o__Clostridiales_(UID1212)	172	263	149	54	207	1	1	0	0	75.44	1.57	0.00
bin.145_new	c__Clostridia_(UID1085)	35	420	196	105	313	2	0	0	0	75.14	0.34	0.00
bin.826_new	o__Clostridiales_(UID1212)	172	263	149	53	208	2	0	0	0	75.10	1.34	0.00
bin.339_new	k__Bacteria_(UID203)	5449	102	56	47	54	1	0	0	0	74.94	1.79	100.00
bin.382_new	o__Clostridiales_(UID1212)	172	263	149	85	177	1	0	0	0	74.38	0.22	100.00
bin.109_new	c__Clostridia_(UID1118)	387	223	124	55	168	0	0	0	0	74.34	0.00	0.00
bin.254_new	c__Clostridia_(UID1118)	387	223	124	60	162	1	0	0	0	74.16	0.07	100.00
bin.321_new	k__Bacteria_(UID2329)	174	149	89	40	106	3	0	0	0	74.13	1.44	33.33
bin.475_new	o__Clostridiales_(UID1212)	172	263	149	91	167	5	0	0	0	73.95	2.01	0.00
bin.358_new	o__Clostridiales_(UID1120)	304	250	143	75	172	3	0	0	0	73.94	1.75	66.67
bin.731_new	k__Bacteria_(UID2328)	3167	126	75	50	75	1	0	0	0	73.09	1.33	0.00
bin.626_new	o__Clostridiales_(UID1212)	172	263	149	65	196	2	0	0	0	72.95	0.69	50.00
bin.295_new	k__Bacteria_(UID2372)	131	177	106	67	110	0	0	0	0	72.83	0.00	0.00
bin.447_new	o__Clostridiales_(UID1212)	172	263	149	60	197	6	0	0	0	72.46	1.81	83.33
bin.186_new	o__Clostridiales_(UID1120)	304	247	141	91	156	0	0	0	0	71.51	0.00	0.00
bin.856_new	k__Bacteria_(UID2329)	174	149	89	38	111	0	0	0	0	71.47	0.00	0.00
bin.1065_new	k__Bacteria_(UID2329)	174	149	89	51	97	1	0	0	0	70.97	0.16	0.00
bin.572_new	o__Clostridiales_(UID1226)	155	278	158	79	198	1	0	0	0	69.93	0.32	0.00
bin.352_new	o__Clostridiales_(UID1226)	155	278	158	77	198	3	0	0	0	69.92	0.69	0.00
bin.23_new	k__Bacteria_(UID2329)	174	149	89	53	96	0	0	0	0	69.79	0.00	0.00
bin.1060_new	o__Clostridiales_(UID1212)	172	263	149	64	199	0	0	0	0	69.72	0.00	0.00
bin.263_new	c__Clostridia_(UID1118)	387	223	124	55	167	1	0	0	0	68.99	0.03	0.00
bin.76_new	k__Bacteria_(UID203)	5449	103	57	59	44	0	0	0	0	68.42	0.00	0.00
bin.864_new	o__Clostridiales_(UID1212)	172	263	149	89	173	1	0	0	0	67.79	0.67	100.00
bin.27_new	k__Bacteria_(UID203)	5449	104	58	59	45	0	0	0	0	67.30	0.00	0.00
bin.603_new	k__Bacteria_(UID2328)	3167	126	75	33	93	0	0	0	0	67.27	0.00	0.00
bin.513_new	o__Clostridiales_(UID1212)	172	263	149	74	188	1	0	0	0	67.00	0.06	0.00
bin.608_new	k__Bacteria_(UID2329)	174	149	89	33	114	2	0	0	0	66.85	0.44	50.00
bin.931_new	f__Lachnospiraceae_(UID1256)	33	333	171	135	196	2	0	0	0	66.48	0.73	50.00
bin.452_new	o__Clostridiales_(UID1212)	172	263	149	74	189	0	0	0	0	66.37	0.00	0.00
bin.304_new	o__Clostridiales_(UID1226)	155	278	158	92	183	3	0	0	0	66.05	1.58	100.00
bin.225_new	o__Clostridiales_(UID1226)	155	278	158	77	201	0	0	0	0	65.89	0.00	0.00
bin.1032_new	k__Bacteria_(UID2329)	174	149	89	50	98	1	0	0	0	65.73	1.12	0.00
bin.1047_new	c__Bacilli_(UID285)	586	316	174	121	194	1	0	0	0	65.55	0.19	0.00
bin.1064_new	o__Clostridiales_(UID1212)	172	257	149	87	170	0	0	0	0	65.22	0.00	0.00
bin.380_new	k__Bacteria_(UID203)	5449	98	58	55	43	0	0	0	0	65.00	0.00	0.00
bin.1035_new	o__Clostridiales_(UID1120)	304	247	141	74	171	2	0	0	0	64.70	0.89	50.00
bin.442_new	k__Bacteria_(UID203)	5449	102	56	58	44	0	0	0	0	64.58	0.00	0.00
bin.196_new	o__Clostridiales_(UID1212)	172	263	149	107	155	1	0	0	0	64.52	0.22	0.00
bin.843_new	o__Clostridiales_(UID1212)	172	263	149	108	153	2	0	0	0	63.76	0.45	100.00
bin.341_new	k__Bacteria_(UID2328)	3167	126	75	62	62	2	0	0	0	63.52	2.67	50.00
bin.785_new	o__Clostridiales_(UID1226)	155	278	158	126	152	0	0	0	0	63.48	0.00	0.00
bin.290_new	k__Bacteria_(UID203)	5449	104	58	64	39	1	0	0	0	63.28	0.86	0.00
bin.8_new	o__Lactobacillales_(UID374)	471	350	191	132	218	0	0	0	0	63.10	0.00	0.00
bin.97_new	o__Clostridiales_(UID1212)	172	261	147	108	152	1	0	0	0	62.90	0.68	100.00
bin.6_new	c__Clostridia_(UID1118)	387	223	124	106	116	1	0	0	0	62.60	0.40	100.00
bin.152_new	k__Bacteria_(UID203)	5449	104	58	62	41	1	0	0	0	61.21	0.86	100.00
bin.1067_new	o__Clostridiales_(UID1212)	172	263	149	96	167	0	0	0	0	58.98	0.00	0.00
bin.221_new	o__Clostridiales_(UID1212)	172	263	149	106	157	0	0	0	0	57.35	0.00	0.00
bin.323_new	k__Bacteria_(UID2329)	174	149	89	52	95	2	0	0	0	57.29	1.69	50.00
bin.591_new	k__Bacteria_(UID2372)	131	177	106	94	83	0	0	0	0	56.01	0.00	0.00
bin.747_new	c__Clostridia_(UID1118)	387	223	124	94	129	0	0	0	0	55.58	0.00	0.00
bin.439_new	k__Bacteria_(UID203)	5449	104	58	71	33	0	0	0	0	48.28	0.00	0.00
bin.584_new	k__Bacteria_(UID203)	5449	104	58	67	37	0	0	0	0	47.86	0.00	0.00
bin.647_new	o__Thermoanaerobacterales_(UID1420)	32	488	209	308	179	1	0	0	0	35.76	0.01	100.00

